smiles,pKa,marvin_pKa,marvin_atom,marvin_pKa_type,original_dataset,ID
CC([NH3+])Cc1ccccc1,9.9,10.01,9,basic,['datawarrior'],1616
CC([NH3+])c1ccccc1,9.36,9.52,8,basic,['datawarrior'],3001
CC/C(=C(\c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,9.203333,8.76,19,basic,['chembl25'],2062573
CC/C(C)=C/C(=O)[O-],5.14,4.92,6,acidic,['datawarrior'],352
CC/C(C)=C\C(=O)[O-],5.15,4.92,6,acidic,['datawarrior'],351
CC/C(N)=[NH+]/O,5.95,6.03,3,basic,['datawarrior'],7411
CC/C=C/C(=O)[O-],4.69,4.84,6,acidic,['datawarrior'],7600
CC/C=C/CC(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)[O-],2.84,3.62,20,acidic,['datawarrior'],6467
CC/C=C/CC(=O)[O-],4.52,4.93,7,acidic,['datawarrior'],341
CC/N=c1\sc(-c2ccccc2)nn1CC,6.7,4.8,2,basic,['datawarrior'],5164
CC/[NH+]=C(\N=[N+]=[N-])c1ccccc1O,9.4,8.32,10,acidic,['datawarrior'],2129
CC1(C(=O)[O-])CCC=[N+]1[O-],2.95,0,9,basic,['datawarrior'],1794
CC1(C(=O)[O-])CCCCC1,5.13,4.85,9,acidic,['datawarrior'],1389
CC1(C(F)(F)F)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21,5.7,3.75,23,basic,['chembl25'],7982328
CC1(C(F)F)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21,6.2,5.52,23,basic,['chembl25'],7982327
CC1(C)C(=O)C=C([O-])CC1=O,4.2,4.93,9,acidic,['datawarrior'],4237
CC1(C)C(=O)NC(=O)C1(C)C,9.7,10.96,4,acidic,['datawarrior'],4442
CC1(C)C=C2N=C3CC(C)(C)CC(=O)C3CC2C(=O)C1,3.6,6.59,4,basic,['datawarrior'],5330
CC1(C)C=CC(C)(c2cc3ccc(=O)oc3cc2O)CC1,8.12,7.58,19,acidic,['datawarrior'],6530
CC1(C)CC(=O)C(=C[O-])C(=O)C1,3.65,2.18,7,acidic,['datawarrior'],622
CC1(C)CC(=O)C(Br)=C([O-])C1,3.1,4.48,9,acidic,['datawarrior'],4189
CC1(C)CC(=O)C(C)(C)[NH2+]1,7.1,8.23,6,basic,['datawarrior'],1747
CC1(C)CC(=O)C(N=O)=C([O-])C1,5.4,3.31,10,acidic,['datawarrior'],871
CC1(C)CC(=O)C=C([O-])C1,5.21,6.36,8,acidic,['datawarrior'],1390
CC1(C)CC([O-])=CC1=O,4.2,4.64,7,acidic,['datawarrior'],2765
CC1(C)CCC(=O)N1O,8.7,8.2,7,acidic,['datawarrior'],3058
CC1(C)CCC(C(=O)[O-])=[N+]1[O-],2.8,0,9,basic,['datawarrior'],4549
CC1(C)CCCC(C)(C)[NH2+]1,11.17,10.74,6,basic,['datawarrior'],1626
CC1(C)CCCC[NH+]1Cc1ccc2c(c1)OCO2,10.2,8.81,6,basic,['chembl25'],3303393
CC1(C)CCC[NH+](Cc2ccc3c(c2)OCO3)C1,9.4,8.44,5,basic,['chembl25'],3303395
CC1(C)CCC[NH+]1Cc1ccc2c(c1)OCO2,10,8.93,5,basic,['chembl25'],3303388
CC1(C)CC[NH+](Cc2ccc3c(c2)OCO3)C1,9.7,8.54,4,basic,['chembl25'],3303390
CC1(C)CC[NH+](Cc2ccc3c(c2)OCO3)CC1,9.5,8.62,4,basic,['chembl25'],3303398
CC1(C)CC[NH+]1Cc1ccc2c(c1)OCO2,10.1,8.01,4,basic,['chembl25'],3303383
CC1(C)CCc2c(Cl)c([O-])c(Cl)c(Cl)c2O1,7.1,6.47,11,acidic,['chembl25'],10950191
CC1(C)CCc2c(cc(Cl)c([O-])c2Cl)O1,7.7,7.02,11,acidic,['chembl25'],10950192
CC1(C)CCc2c(ccc(O)c2Cl)O1,8.6,8.49,11,acidic,['chembl25'],10950193
CC1(C)CCc2cc(O)c(Cl)cc2O1,9.1,8.46,12,acidic,['chembl25'],10950194
CC1(C)CCc2cc(O)cc(Cl)c2O1,9.8,9.35,12,acidic,['chembl25'],10950195
CC1(C)CCc2cc(O)ccc2O1,10.3,10.01,11,acidic,['chembl25'],10950190
CC1(C)CCc2cc(S(=O)(=O)N(CC(=O)[O-])Cc3cccc(-c4ccccc4)c3)ccc2O1,3.4,3.37,31,acidic,['chembl25'],16482114
CC1(C)C[C@@H](C[NH+]2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,7.9,9.65,8,basic,['chembl25'],2369560
CC1(C)C[NH+](Cc2ccc3c(c2)OCO3)C1,9.6,7.44,3,basic,['chembl25'],3303385
CC1(C)C[NH2+]1,5.37,7.89,3,basic,['datawarrior'],7592
CC1(C)N=C(C(O)=CC(=O)C(F)(F)F)C(C)(C)N1[O-],4.66,7.78,17,acidic,['datawarrior'],6777
CC1(C)NC(=O)NC1=O,9.19,9.2,4,acidic,['datawarrior'],2934
CC1(C)NC(=S)NC1=O,8.71,9.6,4,acidic,['datawarrior'],2985
CC1(C)NC(=S)NC1=S,7.65,11.34,4,acidic,['datawarrior'],2912
CC1(C)OC(=O)C=C([O-])O1,5.15,6.26,8,acidic,['datawarrior'],1367
CC1(C)OC(=O)C[C@H]2[C@@H](C(=O)[O-])[NH2+]C[C@H]21,9,10.79,4,basic,['datawarrior'],7062
CC1(C)OC(=O)[N-]C1=O,6.15,6.9,4,acidic,['datawarrior'],3137
CC1(C)O[C@@H]2CC(=O)OC[C@]23[C@@H]1CC(=O)[C@@]1(C)[C@H]3C[C@](C)(CC2CCOC2)C[C@]12O[C@H]2C(=O)[O-],2.7,3.8,26,acidic,['datawarrior'],4774
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(CNS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,10.7,8.61,16,acidic,['chembl25'],2160358
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,8.7,11.08,20,acidic,['chembl25'],2160359
CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)/C(=N\OCC[NH+]2CCCCC2)C[C@@H]13,8.87,7.96,23,basic,['chembl25'],14565506
CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@]4(C)C(=CC(=O)O[C@H]4c4ccoc4)[C@]2(C)/C(=N\OCC[NH+]2CCOCC2)C[C@@H]13,6.84,5.76,22,basic,['chembl25'],14565512
CC1(C)SC(=O)[N-]C1=O,6.64,7.88,4,acidic,['datawarrior'],3091
CC1(C)SC(=S)[N-]C1=O,5.38,6.72,4,acidic,['datawarrior'],3131
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],2.8,3.53,21,acidic,['chembl25'],3216073
CC1(C)S[C@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],2.76,3.53,21,acidic,['datawarrior'],6898
CC1(C)[C@@H]2CC[C@](C(=O)[O-])(C2)[C@@H]1O,4.83,4.48,11,acidic,['datawarrior'],3277
CC1(C)[C@@H]2CC[C@](C(=O)[O-])(C2)[C@H]1O,5.05,4.48,11,acidic,['datawarrior'],3276
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@@H]2C(=O)[O-],2.74,4.6,13,acidic,['datawarrior'],2342
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@H]2C(=O)[O-],2.05,4.6,13,acidic,['datawarrior'],2343
CC1(C2CCCC2)Cc2cc(OC/C=C/CC(=O)[O-])c(Cl)c(Cl)c2C1=O,5.1,3.3,20,acidic,['chembl25'],395879
CC1(C2CCCC2)Cc2cc(OC3(C(=O)[O-])CCC3)c(Cl)c(Cl)c2C1=O,3.8,3.18,20,acidic,['chembl25'],426275
CC1(C2CCCC2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.9,3.06,17,acidic,['chembl25'],400948
CC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,5.7,3.46,19,acidic,['chembl25'],426281
CC1(C2CCCC2)Cc2cc(OCc3ccc(C(=O)[O-])cc3)c(Cl)c(Cl)c2C1=O,6.2,4.06,23,acidic,['chembl25'],422608
CC1(Cc2ccccc2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.8,3.11,17,acidic,['chembl25'],410064
CC1(Cc2ccccc2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,6.3,3.46,19,acidic,['chembl25'],391995
CC1(O)CC[NH+](Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2)C1,9,8.7,4,basic,['chembl25'],16537863
CC1([N+](C)(C)C)CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C1,6.03,5.75,19,acidic,['chembl25'],118320
CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[NH+]=C(N)c2ccccc2O1,7.3,4.9,2,basic,['chembl25'],13365689
CC1(c2cccc(-c3cccc(Cl)c3)c2)[NH+]=C(N)CCO1,9.3,7.13,2,basic,['chembl25'],13311524
CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)CCS1,9.1,9.07,2,basic,['chembl25'],13311528
CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2c(F)cccc2O1,6.9,3.02,2,basic,['chembl25'],13311547
CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2O1,8.1,4.97,2,basic,['chembl25'],13311537
CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2S1,8.3,6.98,2,basic,['chembl25'],13311535
CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=[NH+]1,8.3,8.06,5,basic,['chembl25'],13365686
CC1(c2ccccc2)COCC(N)=[NH+]1,9.8,8.54,6,basic,['chembl25'],15768921
CC1(c2ccccc2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.7,3.06,17,acidic,['chembl25'],390735
CC1(c2ccccc2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,6.4,3.46,19,acidic,['chembl25'],423917
CC12CC3(C)CC(C)(C1)CC([NH3+])(C2)C3,10.58,10.68,11,basic,['chembl25'],208161
CC12CC3CC(C)(C1)CC([NH3+])(C3)C2,10.42,10.69,11,basic,['chembl25'],2062785
CC12CC3CC(C1)CC([NH3+])(C3)C2,10.56,10.7,11,basic,['chembl25'],213980
CC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.75,3.41,20,acidic,['chembl25'],848053
CC12C[NH+]3CC(C)(C1)CC(C)(C3)C2,10.7,9.26,8,basic,['datawarrior'],3736
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,4.51,4.76,19,acidic,['chembl25'],867300
CC1=C(C)C(C(C)C(=O)[O-])=CC1=O,3.1,4.41,11,acidic,['datawarrior'],3533
CC1=C(C)C(C(C)C(=O)[O-])CC1=O,4.4,4.53,11,acidic,['datawarrior'],3534
CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,4.5,4.09,24,acidic,['chembl25'],10994387
CC1=C(CC(C)[NH2+]CC(O)c2ccc(Br)cc2)CCC1(C)C,8.57,9.67,11,basic,['datawarrior'],5973
CC1=C(CC(C)[NH2+]CC(O)c2ccc(C)cc2)CCC1(C)C,8.71,9.72,9,basic,['datawarrior'],5969
CC1=C(CC(C)[NH2+]CC(O)c2ccc(Cl)cc2)CCC1(C)C,8.55,9.67,11,basic,['datawarrior'],5971
CC1=C(CC(C)[NH2+]CC(O)c2ccc(F)cc2)CCC1(C)C,8.51,9.66,11,basic,['datawarrior'],5972
CC1=C(CC(C)[NH2+]CC(O)c2ccccc2)CCC1(C)C,8.84,9.7,11,basic,['datawarrior'],6496
CC1=C([O-])C(Cc2ccc(Br)cc2)CC1=O,4.24,3.55,15,acidic,['chembl25'],6372400
CC1=C([O-])C(Cc2ccccc2)CC1=O,4.47,4.3,14,acidic,['chembl25'],16560822
CC1=C([O-])CC(C)(C)CC1=O,5.6,6.26,10,acidic,['datawarrior'],4180
CC1=C([O-])CCC1=O,4.47,4.52,7,acidic,['chembl25'],6372398
CC1=C([O-])c2ccccc2C1=O,6.17,5.82,11,acidic,['datawarrior'],947
CC1=CC=CC(C#N)[C@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)[NH+](C)CC3,7.3,8.08,21,basic,['chembl25'],1471950
CC1=CCCC[NH+]1C,11.42,9.96,6,basic,['datawarrior'],211
CC1=CCC[NH+]1C,11.94,10.06,5,basic,['datawarrior'],7861
CC1=CC[NH+]2CC[C@@H](O)[C@@H]12,9.6,8.65,4,basic,['datawarrior'],2049
CC1=CSC2=[NH+]CCCN12,10.31,6.96,5,basic,['datawarrior'],2010
CC1=CSC2=[NH+]CCN12,9.81,6.23,5,basic,['datawarrior'],2729
CC1=C[C@H]2CC[C@@H](O)[C@H]2[NH+]1C,11.7,9.95,8,basic,['datawarrior'],3945
CC1=C[NH+](C)CC1C,9.6,9.94,3,basic,['datawarrior'],206
CC1=NCCCC1,9.57,9.77,2,basic,['datawarrior'],7854
CC1=NCCS1,5.29,5.81,2,basic,['datawarrior'],7315
CC1=NCCc2c1[nH]c1ccccc21,8.99,8.34,2,basic,['datawarrior'],5999
CC1=NN(c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2)C(=O)C1,7.15,11.02,6,acidic,['chembl25'],2250343
CC1=NN(c2ccc(OCCCCCCO[N+](=O)[O-])cc2)C(=O)C1,7.12,11.02,6,acidic,['chembl25'],2250344
CC1=NN(c2ccc(OCCCO[N+](=O)[O-])cc2)C(=O)C1,7.11,11.02,6,acidic,['chembl25'],2250345
CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)C(=O)C1,7.09,11.02,6,acidic,['chembl25'],2250342
CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)C(=O)C1,7.12,11.02,6,acidic,['chembl25'],2250341
CC1=NN(c2ccc(OCc3no[n+]([O-])c3C#N)cc2)C(=O)C1,7.06,11.02,6,acidic,['chembl25'],2250339
CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)[NH+]=C1N,6,4.66,4,basic,['chembl25'],12150003
CC1C(N=O)C[C@@H]2N=C(c3ccccc3)O[C@@]13[C@@H]1OC(=O)[C@H](C)[C@H]1CC[C@]23C,4.675,3.99,17,basic,['datawarrior'],4762
CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccccn1,5.27,4.04,19,basic,['chembl25'],896628
CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1cccnc1,4.14,4.38,18,basic,['chembl25'],878439
CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccncc1,5.27,5.65,17,basic,['chembl25'],903944
CC1C2c3ccccc3C(c3ccccc32)C1C[NH+](C)C,8.99,9.86,18,basic,['chembl25'],868712
CC1C=CC=C(C#N)[C@@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)[NH+](C)CC3,7.3,8.08,21,basic,['chembl25'],1471954
CC1CC(=O)N(O)C1(C)C,8.85,8.18,9,acidic,['datawarrior'],1686
CC1CC(C(=O)[O-])=[N+]([O-])C1(C)C,2.85,0,11,basic,['datawarrior'],877
CC1CC(C)C([O-])=CC1=O,5.62,6.26,8,acidic,['datawarrior'],1371
CC1CC(OCC(O)C[NH2+]C(C)(C)C)CC(C)(C)C1,9.94,9.96,13,basic,['chembl25'],485672
CC1CC([O-])=CC(=O)O1,5.1,8.78,8,acidic,['datawarrior'],2835
CC1CC2CC[NH+]1CC2,11.33,10.53,6,basic,['datawarrior'],2735
CC1CCC(O)(C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)CC1,3.45,4.63,22,acidic,['datawarrior'],5214
CC1CCCC(C(=O)[O-])c2nnnn21,3.3,3.7,13,acidic,['datawarrior'],2366
CC1CCCC(C)(C)[NH+]1C,10.76,10.62,6,basic,['datawarrior'],1632
CC1CCCC(C)(C)[NH2+]1,11.27,10.65,6,basic,['datawarrior'],3009
CC1CCCC(C)C1C(=O)[O-],4.88,4.95,9,acidic,['datawarrior'],4176
CC1CCCCC1=N,9.38,11.2,7,basic,['datawarrior'],187
CC1CCCC[NH+]1C,10.26,10.07,6,basic,['datawarrior'],212
CC1CCCC[NH2+]1,10.98,10.48,6,basic,['datawarrior'],7855
CC1CCCN1C(=O)c1ccc2cc(OC3CC[NH+](C(C)C)CC3)ccc2c1,9.71,9.11,22,basic,['chembl25'],2718626
CC1CCC[C@H](C(C)C(=O)[O-])C1,4.59,5.01,11,acidic,['datawarrior'],526
CC1CCC[NH+](C(C)C=C(c2cccs2)c2cccs2)C1,8.28,8.61,5,basic,['datawarrior'],6547
CC1CCC[NH+]1C,10.24,10.32,5,basic,['datawarrior'],7862
CC1CCC[NH2+]C1,10.92,10.5,5,basic,['datawarrior'],7850
CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)C4)ccc3c2)CC1,9.4,9.22,23,basic,['chembl25'],2718621
CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)CC4)ccc3c2)CC1,9.6,9.11,23,basic,['chembl25'],2718622
CC1CCN(C(=O)c2ccc3cc(OCCC4CCC[NH+]4C)ccc3c2)CC1,9.9,9.38,26,basic,['chembl25'],2718620
CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3c2)CC1,9.86,9.24,23,basic,['chembl25'],2718618
CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3n2)CC1,9.7,9.21,23,basic,['chembl25'],2718630
CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCOCC4)ccc3c2)CC1,7.8,7.03,23,basic,['chembl25'],2718623
CC1CCN([O-])C1(C)C,5.9,3.59,4,basic,['datawarrior'],3119
CC1CC[C@H](O)[C@@H]([NH3+])C1,9.5,9.87,7,basic,['datawarrior'],3112
CC1CC[NH+](C(C)C=C(c2cccs2)c2cccs2)CC1,8.2,8.5,4,basic,['datawarrior'],6548
CC1CC[NH+](C)C(C)(C)C1,10.24,10.34,4,basic,['datawarrior'],1647
CC1CC[NH+](CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,10.4,8.79,4,basic,['chembl25'],1471942
CC1CC[NH2+]1,10.96,10.8,4,basic,['datawarrior'],7591
CC1CC[NH2+]C(C)(C)C1,11.1,10.53,4,basic,['datawarrior'],3024
CC1CC[NH2+]CC1,10.89,10.35,4,basic,['datawarrior'],7852
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,6.8,5.94,25,acidic,['chembl25'],1495342
CC1CCn2nnnc2C(C(=O)[O-])C1,3.2,3.7,13,acidic,['datawarrior'],2365
CC1CN=C(C(C)(C)C)S1,5.02,5.72,3,basic,['datawarrior'],1676
CC1C[NH+]2CCC1CC2,11.29,10.61,3,basic,['datawarrior'],2732
CC1N=CC[NH2+]1,7.86,5.78,5,basic,['chembl25'],963740
CC1NC(=[NH+]CC(F)F)Nc2c(Cl)ccc(Cl)c21,7.8,7.7,10,basic,['chembl25'],2088091
CC1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,8.11,12,basic,['chembl25'],2088097
CC1NC(=[NH+]CC(F)F)Nc2cccc(Cl)c21,8.9,8.56,11,basic,['chembl25'],2088098
CC1NC(=[NH+]CC(F)F)Nc2ccccc21,9.7,9.18,10,basic,['chembl25'],2088100
CC1NOCc2ccccc21,3.7,4.19,10,basic,['datawarrior'],3960
CC1ONCc2ccccc21,3.6,4.31,9,basic,['datawarrior'],3961
CC1[NH+]=C(N)Nc2cccc(Cl)c21,9.9,9.19,11,basic,['chembl25'],2088042
CC1[NH+]=C(N)Nc2ccccc21,10.5,9.89,10,basic,['chembl25'],2088104
CC=C(C)C=C(C)C(=O)C[C@@H](O)CC1CC(=O)NC(=O)C1,11.2,11.8,16,acidic,['datawarrior'],6525
CCC#CC(=O)[O-],2.6,2.8,6,acidic,['datawarrior'],7606
CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,8.723333,9.11,8,basic,"['datawarrior', 'chembl25']",874665
CCC(=O)C(CC(C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,8.58,9.29,8,basic,['datawarrior'],5817
CCC(=O)C(CC(C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,6.89,7.14,8,basic,['datawarrior'],5815
CCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,9.23,8.83,7,basic,['datawarrior'],5970
CCC(=O)C(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,8.86,9.06,7,basic,['datawarrior'],6409
CCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,6.98,6.92,7,basic,['datawarrior'],6407
CCC(=O)C(C[C@H](C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,6.73,7.14,8,basic,['datawarrior'],5816
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+]1CCOCC1,7.12,7.23,20,basic,['datawarrior'],5814
CCC(=O)C(c1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C,8.07,9.08,20,basic,['datawarrior'],6835
CCC(=O)C=C(O)CC,9.82,9.95,8,acidic,['datawarrior'],2581
CCC(=O)CN=O,8.37,11.91,4,acidic,['datawarrior'],7705
CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,7.85,8.86,14,basic,['chembl25'],450729
CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,6.5,7.5,14,basic,['chembl25'],453230
CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,8.43,8.76,14,basic,['chembl25'],441313
CCC(=O)NO,9.46,8.91,5,acidic,['datawarrior'],7449
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,4.9,4.24,4,acidic,['chembl25'],7848939
CCC(=O)OC(C)C[NH+](C)C,8.26,8.64,8,basic,['datawarrior'],4109
CCC(=O)OCC[NH+](C)C,8.29,8.41,7,basic,['datawarrior'],1902
CCC(=O)OO,8.1,7.66,5,acidic,['datawarrior'],7364
CCC(=O)O[C@@]1(c2ccccc2)CC[NH+](C)C[C@H]1C,8.66,8.89,8,basic,['datawarrior'],6629
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C,9.2,9.51,22,basic,['chembl25'],887163
CCC(=O)SCC[NH+](C)C,8.28,8.79,7,basic,['datawarrior'],1919
CCC(=O)[O-],4.85,4.75,4,acidic,"['datawarrior', 'chembl25']",2556740
CCC(=O)c1cc(C(=O)C(C)(C)C)n[nH]1,9.7,8.07,8,acidic,['datawarrior'],4645
CCC(=O)c1cc(C(=O)c2ccccc2)[nH]n1,9.14,8.03,7,acidic,['datawarrior'],6105
CCC(=O)c1cc(C(C)=O)n[nH]1,9.05,8.14,8,acidic,['datawarrior'],667
CCC(=O)c1nc(C(=O)[O-])cs1,3.7,3.16,11,acidic,['datawarrior'],894
CCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,7.91,8.31,14,basic,['chembl25'],14683358
CCC(C(=O)[O-])C(=O)N1CCCCC1,3.86,4.26,13,acidic,['datawarrior'],2253
CCC(C(C)=O)=C(C)O,11.33,9.95,5,acidic,['datawarrior'],2580
CCC(C)(C)C(=O)[O-],5.03,5,7,acidic,['datawarrior'],356
CCC(C)(C)Nc1ccccc1,6.55,5.02,5,basic,['datawarrior'],754
CCC(C)(C)[NH+](C)C(C)(C)C,11.9,11.23,5,basic,['datawarrior'],4094
CCC(C)(C)[NH+](C)C(C)C,11.2,10.94,5,basic,['datawarrior'],1878
CCC(C)(C)[NH2+]C(C)(C)CC,11.6,11.11,5,basic,['datawarrior'],4099
CCC(C)(C)[NH2+]C1CCCCC1,11.2,11.1,5,basic,['datawarrior'],758
CCC(C)(C)[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,9.2,9.89,5,basic,['chembl25'],887167
CCC(C)(C)[NH3+],10.89,10.67,5,basic,['datawarrior'],7422
CCC(C)(CC)Nc1ccccc1,6.32,5.04,6,basic,['datawarrior'],3602
CCC(C)(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,3.41,4.63,19,acidic,['datawarrior'],6440
CCC(C)([NH3+])CC,10.91,10.71,6,basic,['datawarrior'],7678
CCC(C)C(=O)CC[NH+]1CCOCC1,7.07,6.63,8,basic,['datawarrior'],2188
CCC(C)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,3.5,2.79,18,acidic,['chembl25'],406457
CCC(C)CC(=O)[O-],4.84,5.09,7,acidic,['datawarrior'],353
CCC(C)CN=C1Nc2cc(Cl)sc2S(=O)(=O)N1,8.29,6.48,16,acidic,['chembl25'],188676
CCC(C)N(C)c1ccccc1,6.03,5.59,4,basic,['datawarrior'],751
CCC(C)Nc1ccccc1,5.47,5.08,4,basic,['datawarrior'],4398
CCC(C)[NH+](C)C,10.4,10.13,4,basic,['datawarrior'],7689
CCC(C)[NH2+]C(C)C,11,10.81,4,basic,['datawarrior'],426
CCC(C)[NH2+]C(C)CC,10.94,10.93,4,basic,['datawarrior'],2634
CCC(C)[NH2+]CC(C)C,10.77,10.97,4,basic,['datawarrior'],2633
CCC(C)[NH3+],10.56,10.43,4,basic,['datawarrior'],7544
CCC(CC)C(=O)O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O,3.37,3.58,16,acidic,['datawarrior'],5268
CCC(CC)C(=O)[O-],4.73,5.04,7,acidic,['datawarrior'],355
CCC(CC)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,6.02,4.93,11,basic,['chembl25'],2588395
CCC(CC)Nc1cc(C)[nH+]c(Nc2c(C)cc(C)cc2C)c1C,9.3,10.14,9,basic,['chembl25'],2113969
CCC(CC)Nc1cc(C)[nH+]c(Oc2c(C)cc(C)cc2C)c1C,6.9,6.89,9,basic,['chembl25'],2113966
CCC(CC)Nc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,3.3,3.73,11,basic,['chembl25'],368190
CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,3.55,4.59,9,basic,['chembl25'],2109288
CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,9.6,8.19,8,acidic,['chembl25'],2384152
CCC(O)=CC(C)=O,9.36,9.9,7,acidic,['datawarrior'],357
CCC(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,4.16,4.59,18,acidic,['datawarrior'],5372
CCC(O)C[NH+](C)CC(C)O,8.9,9.23,4,basic,['datawarrior'],4113
CCC(O)C[NH+](C)CC(O)CC,9,9.26,4,basic,['datawarrior'],1334
CCC(O)C[NH+](C)CCO,8.7,8.95,4,basic,['datawarrior'],1893
CCC(O)C[NH+](CC(C)O)C(C)(C)C,9.5,10.09,4,basic,['datawarrior'],2296
CCC(O)C[NH+](CC(O)CC)C(C)(C)C,9.6,10.11,4,basic,['datawarrior'],4604
CCC(O)C[NH+](CC)CC(C)O,9.2,9.5,4,basic,['datawarrior'],1331
